891
287	321
1005	853
686	448
1334	727
359	387
1577	529
1326	192
1054	987
33	1122
16	84
1055	652
1560	606
1177	422
635	502
1049	1279
1481	770
937	209
1559	1089
1320	1199
871	256
1039	720
1138	677
45	1286
1351	716
1141	87
629	362
1110	218
252	385
809	254
1232	694
1404	268
1282	1110
1407	1281
740	62
544	813
394	197
805	106
1132	552
670	555
131	1053
1205	930
1598	1067
1318	1088
50	618
77	458
660	923
642	1255
137	246
1635	769
830	92
1304	1101
1649	596
653	1188
400	921
147	282
109	450
987	287
1159	932
127	644
10	272
1211	741
1465	1225
1057	1310
1	236
1446	525
221	617
720	366
787	345
253	939
1595	674
1532	1004
293	57
678	750
1391	916
341	41
1684	889
626	700
797	1283
212	971
85	299
460	676
78	1039
1526	44
727	877
1293	839
406	258
1558	756
443	793
194	291
1251	643
541	736
1036	1301
1048	153
641	1109
615	541
1098	1297
164	1196
609	1134
306	1172
1328	840
1325	379
261	390
1258	949
1630	80
1433	446
114	201
1009	1059
1256	1246
26	592
1107	472
1013	992
1051	89
431	821
514	510
112	601
103	968
86	403
553	126
1283	461
1070	780
474	645
1002	293
1297	173
902	438
1553	1082
1151	243
1450	1087
1428	970
1136	47
1250	1124
218	1189
1324	1092
614	54
1371	325
1678	950
1113	1094
0	855
836	266
802	1047
817	386
1665	1066
1613	238
192	215
64	101
534	812
1262	317
667	914
1214	103
231	1112
225	657
390	837
1212	654
299	722
1196	433
1193	59
1643	1306
1030	583
511	1097
398	721
528	909
1314	479
1485	774
1270	484
1682	667
243	779
168	1075
801	9
83	522
1198	284
920	1171
246	672
733	1062
1359	364
1459	463
595	907
655	1011
1641	966
1519	926
1636	118
878	668
465	805
1200	579
1274	198
266	1249
1438	745
1278	488
105	363
1254	427
1175	228
1420	598
476	1195
1578	666
1061	527
519	11
1038	19
1699	1211
1447	397
1419	599
1122	1308
545	67
814	316
67	367
39	686
1292	622
1463	1266
551	776
1273	99
1180	1220
1387	360
19	391
1455	781
931	88
177	1260
1016	263
1169	653
1218	376
1518	711
710	535
186	414
912	862
525	312
966	530
484	240
992	924
427	73
1253	1006
1084	399
1125	1184
1614	24
1410	214
8	545
1364	394
862	616
108	835
634	604
1533	833
1435	82
1184	6
1579	60
1656	1284
1640	432
935	61
