17799	2332
3853	18513
19109	339
4343	8659
7181	3372
9669	9886
17538	2890
14644	8816
18925	5914
18225	14251
19172	17548
3455	4653
9997	3078
11710	16968
9274	2634
19199	12514
17401	14725
4880	13377
7451	17288
4231	15044
19623	11242
12406	13299
9159	17880
18530	7838
2148	14138
10017	2344
11313	18686
1968	11642
8491	427
13884	15208
12345	5788
13662	6499
8337	10466
8582	13077
5370	7607
1719	13630
8908	5811
11538	6524
7652	8744
18441	13049
3759	742
12622	16864
4437	12788
8819	9510
14192	2544
14164	8775
13406	8593
4580	5206
15287	3077
17640	17244
15911	5966
12331	67
16421	10608
17787	13626
4135	14035
14850	2690
9684	19569
15401	13144
6263	6133
769	3680
13110	14820
266	15622
11589	12923
4284	14905
11202	1352
12715	7331
19020	2916
3491	16989
12559	6910
12102	842
17029	15642
3339	1156
17114	2350
19154	10844
15990	15818
19315	10237
12140	19422
12972	171
13203	406
10434	12190
3426	17522
15537	16663
13311	495
15051	8840
13819	2618
12261	11198
9411	11339
2214	16811
8915	6585
1354	10738
16217	5546
6335	4889
1318	12814
13579	9599
15388	10004
14052	4184
11677	3230
17568	928
8650	12343
9871	251
11031	14534
18470	1354
14309	14500
17715	17224
1653	2526
8505	2363
13763	19977
1503	1640
11591	9147
2607	6713
816	12427
8116	789
8458	12333
9280	9277
13125	15724
10521	2573
9067	9367
14752	8714
13415	2169
18609	6899
11075	13580
6013	10195
4107	11374
3664	6321
3487	5003
3878	13914
12383	1908
16420	11613
13103	1593
9718	7940
7145	9461
14757	19092
12178	18354
11752	2724
16609	12870
16673	16382
14157	1125
7563	5369
3380	13877
19334	11783
935	11857
7523	915
12979	13777
14617	16417
13117	16946
5686	10568
6882	1154
15402	13916
17237	19543
18640	384
3789	4644
6802	10025
3598	657
18120	12353
10547	4586
12081	15029
7334	10860
13710	10072
6838	14742
10600	19083
18194	2237
15191	11717
2644	1848
8164	15302
8691	6471
4766	19958
15548	9158
10161	9093
17583	18824
15597	13376
11801	19776
6226	10980
1347	3979
17453	3668
9882	26
1709	5560
14607	7088
3381	18266
4989	11058
4686	6799
14282	14398
14202	16950
2628	41
1747	4061
2086	11356
3510	10756
6492	11171
16117	540
16382	12659
4392	9135
11453	14224
4137	13814
6868	3485
15719	1331
10863	6550
12191	4946
6177	3394
17977	13215
10351	15763
14113	6187
3085	3870
12295	15402
7343	15459
6994	2309
18365	8178
6414	8985
12753	1501
9631	17299
35	19616
18162	4968
18498	17131
18019	11405
9457	16780
6463	11755
3157	8027
13028	8664
16766	4511
8365	12965
14267	1092
19559	2692
13568	3383
16596	2648
6379	10508
13857	11523
4789	3396
9209	3818
3326	11970
15275	17240
12810	12901
4805	15091
18512	7401
19173	16554
17051	17115
13122	14150
19477	564
17015	13086
15352	17536
9250	4835
1845	3921
19002	14501
14358	2432
10640	19085
4051	19488
4921	15138
5775	6062
5444	12075
5669	4191
15209	8248
6560	3194
19610	340
11902	13646
5405	6770
8103	1569
913	16613
12582	6559
15448	2736
8304	9982
16791	2866
5650	1257
4511	1244
17462	4678
4825	15043
17247	238
5715	3474
17124	8825
3192	4116
2685	5801
4701	19013
5780	5418
3058	5313
3368	14544
4625	4119
4606	7515
7408	6754
4178	3674
15228	9674
6257	7110
