7503	7807	965
16737	2334	1225
782	3368	540
13780	5857	22
17195	17461	1240
916	86	1288
1774	3930	106
10067	10976	80
342	4434	19
3133	1726	1225
13471	16292	19
13014	13770	62
7352	2858	524
3949	10891	1170
9092	1773	965
15263	16648	822
2300	16291	1217
12401	2970	554
14913	2010	965
18766	779	824
6023	2057	965
413	18879	1091
17409	857	1257
9188	11076	657
10170	9714	416
2367	18276	1288
7191	17410	512
13002	14815	1288
16486	18059	825
9542	1547	416
1802	1764	19
7171	2719	812
17107	7247	391
12909	10377	416
1359	11339	556
6700	2619	737
12898	12483	569
14549	5937	554
7833	17695	312
19065	202	66
428	11503	19
1806	6481	412
13857	19215	929
15831	3125	19
18782	10854	812
14644	9863	876
8789	8006	73
7561	11646	614
11620	13939	19
2090	13727	842
3285	6960	1088
7494	7595	1079
7054	4312	19
6412	5551	772
7474	18852	825
13622	12486	19
12510	1469	840
8562	9749	599
14955	7528	746
5477	2906	215
1120	4400	416
5772	8877	581
18951	4962	1040
2945	14892	785
17093	6347	554
5754	5251	1181
9377	14926	548
19253	2250	198
15484	17366	1167
12907	1812	19
15084	1928	416
1963	17140	432
19190	14179	1079
5674	2858	256
16000	16089	746
15703	5993	1309
4017	2837	547
12276	17891	432
17395	7661	305
8408	3190	965
4384	4441	425
292	17721	473
13263	7530	71
15604	15824	379
18787	2858	19
17573	1424	1012
19078	98	106
1816	8217	738
5904	18912	106
7606	7147	1228
13747	10632	554
3839	8242	19
16538	10258	1079
7394	1973	724
18142	11211	554
16355	17632	93
1485	10862	746
14220	8008	949
12449	4317	644
18025	8451	412
8738	14607	1257
5165	11557	504
11101	15043	66
16264	14522	1217
17321	12487	19
13090	7910	935
18473	7064	362
7591	3427	22
14379	2685	812
15613	8762	199
18579	17672	473
12822	1733	956
17209	6481	329
6465	11266	44
1894	5561	30
8089	15083	416
17288	9544	785
3505	17721	265
10709	3936	197
16511	13162	416
6620	1866	1309
8098	1751	396
6992	7587	215
18495	6902	1286
17733	17431	1257
7277	15855	1208
449	11164	381
18512	5621	549
17477	10291	1278
833	8143	19
17117	18569	951
9414	4776	548
8291	16192	1286
10072	12905	838
15508	14098	1225
9209	6278	66
17613	17410	785
15776	14041	342
18308	11746	746
5457	6035	44
9588	13566	965
3258	7358	19
6178	15342	416
11201	11260	880
7241	1403	965
7128	15551	440
18051	1503	965
15740	11519	1217
11692	18957	426
8140	2026	811
9572	11883	19
1476	11727	1291
5221	10644	22
11775	11260	880
4652	8527	19
13479	4739	824
5814	6588	549
10721	3331	835
2962	13072	1079
12118	1344	432
523	6667	19
18944	14253	215
723	12487	19
17389	10346	737
18781	13186	44
11096	13667	540
19255	10705	199
19054	11646	879
690	1502	172
11828	14076	200
11577	6172	416
17532	19550	19
14727	19520	846
1372	12947	1243
15636	8832	416
938	7266	1192
1540	2619	1079
7768	5512	738
13735	14159	548
17712	154	71
6673	202	66
899	4782	199
6171	2061	1079
17524	12628	198
1880	3067	1040
5215	4802	587
14171	11697	824
12092	13891	183
10271	8084	71
5871	12186	542
1962	17175	412
15369	2858	473
7693	14257	657
2282	10843	956
109	15425	197
3802	16089	785
11600	12795	416
6234	10150	812
4029	3978	198
4366	6481	785
2239	12171	39
16239	12986	416
16489	6377	199
18301	18961	183
4713	16560	557
17563	13154	1217
3790	726	1246
15325	5459	71
456	8877	581
727	10965	1181
9531	12660	416
2568	10819	965
4242	8006	919
4493	6214	215
10691	5207	1170
10728	15602	312
19299	17721	473
14986	16865	183
1372	12063	850
8153	8046	426
16709	395	554
17944	13795	1217
8708	11573	416
13249	3067	1040
13818	17695	199
15527	343	554
7634	15821	183
18864	10603	1123
15906	17632	19
5405	12972	965
13646	8853	183
4696	11832	19
3353	4400	416
4010	15612	412
12254	9827	183
2921	18879	19
14162	8104	757
3582	4638	183
6479	19000	1311
3381	17410	76
18587	2992	1146
17509	8827	1079
16606	11325	19
10042	19188	183
13159	2858	265
6521	10114	627
5905	4976	1288
13717	3936	19
5587	1324	183
11279	8549	19
3350	2881	952
11382	13939	199
3848	3555	183
16347	8631	416
11400	7527	19
17573	1631	1012
17212	3763	1217
8332	15898	825
11122	9978	824
11110	7664	215
9615	6110	582
17324	14941	842
19524	6481	199
16139	18430	199
14628	2157	389
13297	1641	293
2669	9640	44
8822	6737	1002
9557	7522	622
2970	11083	1181
15797	17720	19
13573	16846	1286
16250	2351	416
10660	11503	19
9899	12012	1259
18045	7930	1086
6784	17812	222
11053	17492	106
9689	7664	215
8483	10414	1225
7927	9653	1311
17691	949	622
16973	3162	118
14861	15128	708
4474	16105	1085
4838	12803	524
480	3332	432
13718	4408	19
16033	10866	19
6614	13486	1240
18827	17524	1217
17964	16901	785
6318	4871	53
5444	127	1088
11053	9164	1217
3318	14271	416
18924	18251	1005
8952	17721	785
7656	6966	22
19471	7200	1217
19194	9623	1274
13749	9396	106
14970	17469	76
637	16825	183
10937	15257	1286
19475	10935	1079
12278	12252	176
4915	18459	512
16084	7411	0
15597	5621	44
6420	18020	431
11994	11328	71
6927	18792	183
159	13163	208
12657	16962	71
304	9091	524
17494	17721	19
2449	6109	550
11836	13676	71
18800	19368	1225
3746	7308	1006
18872	562	62
18427	10034	183
17296	4072	897
3430	7902	199
6438	19391	1217
4430	18718	432
13006	16015	183
18308	1440	1217
2020	17694	1040
8556	9926	71
9372	18736	19
18583	4556	192
16782	12405	106
17704	15524	6
2272	6411	1288
17214	17672	512
14926	2128	39
10061	5073	1225
17752	13472	66
5372	14281	432
6953	18800	965
8694	10769	158
2501	8249	1040
4945	2973	19
3905	5699	512
2276	15740	0
4738	9762	22
12714	18114	183
17019	12847	524
18343	19412	1040
3537	2964	1288
5659	3115	779
17670	14290	651
8516	13667	493
5973	722	544
19484	12487	256
15025	15589	183
6964	5668	416
708	11492	746
18695	17477	806
16952	17112	432
11732	2534	965
8141	4520	332
9812	6042	108
3987	17125	1217
14909	7368	362
12381	5093	825
536	17858	1077
6548	12741	762
2909	11742	19
16850	17720	39
11025	14427	1225
5956	1984	323
8162	19512	1225
3596	10698	587
3619	18569	1302
2273	11186	554
7564	8038	1079
6293	12232	587
17931	17212	215
16766	11903	1040
4940	8925	1286
3288	11347	746
10652	9719	1079
8358	1150	1079
18931	12015	815
908	17864	1225
4465	19116	353
3817	603	1246
1408	12457	183
17627	10510	746
18620	475	215
2837	1442	737
773	12505	66
13081	2329	480
8927	18502	965
11098	802	587
3747	1762	199
4208	5818	183
11467	5225	1286
3795	9138	199
5706	1409	566
6551	11408	343
16596	3114	183
8498	18166	524
18352	13268	812
13820	17528	71
17014	3970	1106
16362	6130	432
14299	4463	183
14380	7734	416
1905	5241	416
11646	11884	978
16464	6666	587
7051	10992	554
8141	7646	332
13032	16018	965
7140	2158	1225
1921	5461	1217
6315	10702	44
4021	1901	528
16925	4082	183
13467	975	1286
12782	18863	312
16980	4984	416
3750	2858	19
10532	3541	19
18795	9868	9
16700	10749	1217
14287	1728	486
15831	7767	1130
12062	9060	106
7710	854	1257
3596	11986	587
19400	8914	1152
5378	9537	762
18734	487	305
5082	18956	647
16455	17330	544
15668	18371	1217
10548	14835	199
6719	4078	183
657	12208	19
11016	9655	627
19281	11638	432
16270	14718	587
10760	5716	1217
5417	17410	199
6417	13186	108
19413	12232	587
11935	11165	44
11784	2320	426
1406	14763	1250
10307	9963	544
14917	8780	215
12225	990	1012
13961	13431	956
10940	16754	685
8629	10165	432
3529	9238	1167
15226	17442	1240
18346	1861	956
14946	9013	19
3393	4434	256
15439	796	554
16132	16274	554
7538	4962	1040
12728	18736	19
11873	18174	566
5784	13629	66
11512	1249	256
3081	19150	22
4703	14333	930
9665	9119	330
11298	6667	179
10770	13037	458
5347	11474	549
513	12298	1286
5166	16220	587
8358	8050	1079
12565	2858	19
1066	9598	861
12564	287	215
14662	10073	1079
14194	7884	890
8519	16089	19
5151	18630	657
2979	16649	330
160	11143	554
7369	3998	308
1583	19209	19
7199	3370	492
17740	1672	416
7276	11053	215
12128	15111	1274
9484	17672	825
15684	14331	106
8215	13795	416
10923	2331	965
7051	8353	1225
3307	4043	965
2931	10866	19
15238	17759	566
10406	9641	1208
7169	17174	308
14681	1582	420
18544	14225	965
10197	14481	22
16782	3584	1217
4894	324	897
11111	17959	1225
2962	15277	1079
10435	266	416
7438	6591	19
11633	11856	1212
1254	10879	19
1905	475	215
13906	6687	1053
18931	4400	1217
2760	12638	183
15289	14696	78
5290	11143	1286
5669	14770	323
10878	8716	66
9095	1476	416
8761	12822	965
18236	16112	523
3500	12307	801
2955	12115	416
8324	4961	330
16672	2573	313
10728	13813	1077
14221	18863	312
8750	16761	432
16579	6578	981
15483	4944	19
5732	10689	824
2238	4955	199
13789	9842	19
1063	11058	1005
12426	2483	1225
9616	8589	71
11868	4744	644
7545	482	554
2891	9180	330
18123	2960	1288
2627	13157	416
10734	12971	566
1216	8400	1274
13919	17366	897
2612	11984	343
8768	13378	824
8929	5241	416
18357	12355	1009
3791	15814	172
154	7241	965
15492	4678	427
5432	17173	965
19475	10722	1079
1866	13392	61
5196	4434	1037
15006	15668	215
11970	15663	1225
9116	19375	118
9601	5430	659
16072	8811	1246
5942	14560	746
13760	7901	1225
4342	3213	106
6002	4549	416
665	15740	215
3991	12524	587
15029	16918	19
1156	10006	382
18931	16844	1217
19301	4571	1181
13698	15917	956
17582	16574	19
7589	17477	785
16955	5023	198
8335	11723	210
13377	9920	1288
11591	17705	215
2288	5112	746
9585	16893	284
14946	11342	965
15298	16316	416
6302	15639	919
15891	16613	965
18625	10180	956
11763	7496	198
4544	19246	312
2519	14259	1181
9503	1388	1225
430	10255	19
4963	17695	199
2122	13869	432
17836	12956	1226
13884	755	330
13684	1547	1217
10778	4666	345
11965	6268	746
11768	726	431
11019	7603	666
12274	4492	1246
17380	7205	965
15584	3379	1225
6893	3810	1217
15286	9843	515
13907	2431	426
3104	13413	1079
10847	9509	711
16743	16820	1079
5995	15831	666
10373	6299	554
2794	16754	1079
9875	7884	416
4915	13524	1288
18744	14835	199
1009	17819	1225
4067	2581	1040
5639	8406	416
10039	11244	412
10819	4836	183
14841	17005	1181
9330	8607	0
3281	9707	728
17985	1508	1010
5810	18679	1142
6254	6872	1225
11453	12660	416
2148	5594	71
17014	10274	566
18684	11797	215
7743	10135	106
4356	16299	215
10343	16560	192
18643	5708	554
3216	6746	416
11264	1990	222
15216	1398	357
11245	10632	19
13340	19210	183
10378	11174	183
14593	15696	39
4001	1271	19
888	17721	19
2699	6280	416
778	3803	106
2200	3794	965
2976	18914	1079
14246	17721	512
2926	777	198
17957	4500	19
2289	1504	224
18314	16429	508
10114	2558	587
16977	2310	1288
5281	15612	19
10446	6249	183
8661	7931	840
13429	2858	19
3258	5358	965
1069	2891	215
1255	18503	19
6809	5689	432
3441	17452	728
4931	16222	1066
8104	8581	286
17670	13097	2
349	14302	1289
13115	14170	750
11101	2803	66
2164	7568	1246
18244	4730	19
2313	6448	416
18579	13318	1181
448	15268	416
4466	8361	514
18712	3106	618
17477	5846	1109
9721	17488	1217
597	15764	1079
10079	13178	66
12251	9365	198
12488	7878	554
7985	14871	1217
5281	6481	785
12343	14218	627
18020	18880	829
12150	4836	1027
12075	10191	215
18444	16842	132
19056	14703	812
15732	5478	965
2760	12101	956
6573	5452	1130
745	10898	183
17957	202	66
13895	9194	1088
15701	9028	587
17931	5999	416
3416	4665	215
14001	6526	554
15644	13948	1217
8024	16744	1288
855	6591	179
15275	11694	215
5191	17611	840
10469	383	1267
6113	5637	666
18636	16566	44
11476	15740	215
14324	6083	19
3957	15525	549
12755	2377	659
12782	12505	66
10256	13268	416
19392	16907	1288
9990	7709	66
5403	7051	71
9017	6591	19
13731	18459	19
9456	14697	19
4638	3582	71
9421	14230	554
17114	10622	416
11621	10731	183
13780	6130	432
6214	11791	1217
18870	11910	416
2183	4955	199
6508	11640	566
7011	13647	215
18082	11949	19
5587	18423	183
16633	1688	215
18838	7182	30
4688	2067	71
7411	16084	270
14147	3032	1286
14131	2612	432
17206	15763	1079
13059	3317	524
14796	10844	811
2519	16815	1079
16286	6846	158
9649	7946	1152
18563	7380	108
5140	17672	582
6876	7034	330
1173	7704	183
7126	13367	563
13456	7234	1086
1892	3442	183
13258	6588	549
9711	17579	215
13990	11735	956
17509	2858	19
12451	15684	0
3268	3767	432
13007	13387	548
15276	15825	862
13045	4002	1240
12532	8261	965
3187	19480	1192
14024	5865	659
8862	10741	982
1588	3584	416
5235	10720	1225
2153	13361	198
4018	16662	300
14362	17021	416
3004	16869	991
12476	4261	835
6921	14392	1079
10272	1150	1079
4472	6481	524
6963	1990	199
4026	7512	215
889	12486	19
11670	8406	1217
11008	15747	544
3446	5550	73
11422	11347	19
4604	15668	215
19336	2067	71
12631	8325	1217
2534	18143	548
16711	314	956
5894	16105	1085
16636	6081	416
16776	11519	416
5652	7129	19
11115	19374	1040
4245	5742	498
8353	15178	842
9656	17899	1181
5985	11558	1004
10519	17578	238
1221	17923	44
11855	4962	1040
10912	3735	814
394	3406	330
7973	480	622
14178	7292	183
12612	15218	965
10331	15703	183
366	9249	416
762	5190	416
14415	11227	215
665	8142	785
13636	3611	1088
9289	12671	330
18986	5999	416
18679	3290	1142
5992	17579	215
6649	4053	382
4519	16105	1085
5670	3739	956
13728	14872	215
17760	6922	544
10647	16761	432
7912	17847	106
15692	8375	1208
19273	11611	416
3444	18812	737
14521	8050	1079
1718	17125	811
3273	17897	563
1518	6725	44
8819	13272	1225
14875	16513	965
3899	18355	1225
7512	8082	106
10044	5708	965
3218	12381	919
6648	2108	549
8022	11503	512
7455	10860	204
13328	8516	8
14077	8222	746
16993	19483	183
15957	8516	183
9188	13453	657
12612	13781	19
15584	956	548
3434	4496	287
3966	14740	1004
4986	722	161
8615	9977	1088
17802	13795	416
6179	9480	198
15425	4725	614
222	8805	812
694	16099	965
71	16567	812
9092	4559	956
18190	10292	1146
10973	13979	1079
6131	6764	938
15829	986	144
6880	17824	554
7836	5380	812
19269	1461	416
7385	18393	814
3729	15740	215
10723	19333	19
575	5073	71
15382	17798	627
2109	19209	19
114	17213	1088
11647	19412	1040
1490	8626	179
16637	17495	19
8700	10895	1217
15616	18685	416
8405	7512	215
19084	13850	651
6451	12505	66
3575	18101	493
17341	6805	118
13195	11949	903
11452	19176	1152
5813	10773	71
12026	2881	1288
4825	4434	19
1741	15668	215
