15000
16380	5600
17261	10611
11310	1093
5150	14410
11034	14330
11144	5825
3603	14101
11925	17661
6431	4395
10314	4352
17678	9946
15751	17593
12683	9697
9792	5021
16735	4661
10507	14343
9681	14660
9088	12745
14103	16266
7053	19548
6129	3464
18828	3052
16303	9112
7582	632
12096	10857
18660	16410
18183	10481
9222	11572
19344	6744
9503	11922
7336	1773
14043	9199
14773	553
13923	2847
13635	1043
15141	19647
14610	16066
16374	17790
2468	10426
12511	11711
12082	5210
13506	17969
10704	15913
6013	10785
5380	12815
17376	17123
4050	907
1785	15541
1337	15580
2574	7528
19236	4378
11125	111
2532	4115
3468	14891
15524	5747
2679	19298
1930	1516
14588	7356
9743	12032
6128	6179
18908	2056
4357	11207
1252	822
16637	6591
7555	4197
5128	17874
13456	1584
8055	3949
9473	16306
15376	18274
17249	18509
3456	2514
15386	1962
11969	10457
18681	1396
17733	13141
17039	16402
4093	18495
18343	5663
1195	18457
19664	18001
16197	19551
11551	6684
3808	14818
8860	3971
10227	15312
11367	853
18728	8424
6640	10886
7187	15893
8163	13458
894	17697
15150	6734
4468	1887
12200	17798
4207	14458
19085	17240
5920	12359
15183	16106
14962	18709
2328	13054
13384	2054
1415	14883
4905	18619
6628	6249
12243	16802
11485	18170
2994	13130
5328	4517
10428	9715
12747	5138
7090	155
16128	648
7318	7946
13913	11561
11395	0
3166	7944
7066	16435
5515	13180
13006	9450
4421	10636
764	19452
5779	9084
10717	2921
3133	9058
12305	5080
2497	7722
4299	6166
6269	794
1015	12839
3067	19721
11650	8796
6355	3910
1211	15231
18494	6317
4054	1649
7757	9439
490	5787
12948	12707
14748	956
17412	13447
858	10222
200	2120
12251	12446
10779	12482
2299	5070
15796	5978
7737	7988
109	19138
6327	8904
603	16847
494	2592
1829	14447
15616	2886
615	7667
6022	8477
9012	16628
18107	2369
1202	5
17189	1639
5497	785
7633	13373
15332	2479
1901	19384
11559	6547
11531	3670
4624	3712
17969	6866
5064	6856
9706	2306
9782	4538
14978	5762
7436	7151
123	4886
2135	4668
13333	18632
13602	9211
14788	19597
6694	135
3378	17244
18727	4462
7326	10688
13508	18004
3576	11737
7965	5385
12790	8583
6052	8342
9474	7498
10993	9825
17958	7532
167	19150
9377	8337
18809	4816
12285	347
13711	10180
14017	6024
640	2868
64	1767
8688	5727
14992	19526
14866	886
13569	2170
4972	1046
1056	13855
10376	18917
16150	19119
537	4230
5909	13319
9955	19039
10487	13747
13893	6305
17140	18520
1885	11965
10218	8461
16345	1845
14532	13023
13593	8951
18294	7010
3044	19128
6245	16232
11569	10734
8817	18636
14177	4428
17806	3319
15869	15498
1657	7402
8738	16788
2385	2804
11264	5932
12483	40
5667	3933
10747	6466
5620	5622
2215	4309
9813	4631
8960	10592
15989	231
10513	16587
9677	6787
6401	17120
3065	19408
1981	10603
13469	5443
6675	2165
7198	17424
1608	16022
15666	626
12832	9627
12570	14845
7461	5708
14539	13377
19082	10448
1977	361
18406	5965
6801	7269
2314	2588
12878	14354
438	11406
11168	17986
4461	15761
15167	1230
5393	8817
5154	18902
17575	14102
17206	9184
12555	19494
7262	5154
15270	16914
11457	16327
12744	13462
5598	7150
15237	7838
10810	12620
8705	10753
5071	4774
1288	4175
1820	6624
3380	19133
11224	308
1143	2195
11438	19768
6991	15992
3167	15858
12807	3564
3431	2783
2966	1057
2763	11336
4143	16537
4157	16489
9250	8990
14069	12666
18768	19642
389	2792
1059	10930
14742	9319
12557	16643
5091	2429
10397	11367
16200	8048
18845	12605
17702	12546
15978	9658
13371	7867
14512	7914
4822	16495
3403	19475
3397	6480
13341	16608
7403	7105
16131	7453
1594	1313
4334	5696
14926	17332
12286	11210
2264	16941
4159	4604
15022	16829
19713	15007
15776	3601
15015	9120
355	6890
2257	13163
4068	17360
15071	12981
2077	452
6179	9527
9604	14103
2820	11637
12537	17308
15785	6982
8670	18979
12492	15320
5256	16241
17097	6798
14449	5448
3570	17181
18791	4147
1965	14152
18326	7525
11255	3898
3678	5375
2401	12832
4776	15072
14315	7817
18817	6453
17360	6204
2297	14714
8294	1797
12705	9822
3573	3298
18266	3023
4383	8944
15898	3526
1455	11547
826	5004
13830	7353
1107	14005
14803	12814
14517	19097
17255	1906
820	7122
15127	12391
11536	3396
8699	16867
16214	4925
8978	14278
2987	12881
7800	15754
8271	16211
975	8250
4592	13990
7743	6294
9144	6184
5938	502
16575	13110
2486	10827
6397	306
13700	13274
1373	5936
12316	1059
5486	4179
7877	19499
17157	13481
3018	971
18246	3831
12965	1319
8369	7203
17849	5219
144	4250
4524	17372
18909	2570
13956	769
3912	19247
4488	15507
16480	4489
962	5644
4257	7534
4223	11036
10436	16020
3685	11752
11985	8270
6485	19587
2331	19060
5722	550
19311	9006
9770	3946
898	16172
11952	7504
2602	12715
18550	2640
439	18486
17938	5309
5834	3013
16408	14921
814	13681
15282	12946
15645	9509
11806	6948
5061	1148
16252	5588
1400	355
3052	11011
6276	13258
10767	13664
10269	4693
2027	19091
3982	10338
10080	11460
2781	5769
2126	18627
13120	13738
17443	8165
8353	14530
13743	13718
17736	12058
5595	9038
11450	10140
12446	5675
12221	9343
4440	14501
16450	5822
15780	3565
18407	16510
2429	13542
16456	11072
5859	11986
18291	14241
2116	10409
8898	7778
8194	11705
15329	15995
9921	16944
7533	4761
5272	7323
14905	15116
18588	1631
10070	17619
8815	3889
13719	4686
4046	14484
18247	14521
715	10304
14785	9307
2792	7879
6771	3440
7498	9576
313	11300
16263	856
5373	10254
4108	17955
19614	17508
13063	18641
1568	11483
8120	8770
15262	17076
4785	7711
7681	16703
2281	7827
2681	7063
13335	16396
15324	2564
7058	11806
9869	9700
6652	4289
6360	18365
11135	15678
12230	16683
10554	16835
17411	10392
2884	13246
4182	9559
3180	7143
8283	4042
4531	1434
9098	18622
2392	9168
12896	13543
17193	12078
15934	15139
8288	533
19132	16090
4807	18717
14219	13628
2127	16308
2231	2314
5942	3255
7909	17391
19165	11311
4129	3930
12748	10295
12653	375
6714	18087
9210	3313
2403	5510
15455	657
7511	14973
11852	8861
3286	12789
8141	14487
2514	12220
4202	786
16509	3312
6337	18160
3661	6492
9331	13721
6053	2550
9432	11383
12751	5968
16016	10687
14744	6575
16053	16568
16183	1892
18093	8702
18581	16326
11462	15366
4112	16155
4031	8986
19710	4329
10987	6023
16677	5081
15293	18523
4933	5757
2456	9753
14030	14682
18944	14256
12802	9681
15462	9040
19020	15367
15576	5647
6502	18295
15543	9732
17831	14124
3699	9556
6781	6125
3959	11221
16151	2196
11525	8114
16604	275
5152	12143
11639	4644
6134	14686
14183	11178
7954	8383
8887	7307
390	19458
7215	7474
7916	646
18575	2826
15143	5194
19505	18549
15682	12924
10357	11304
3896	903
16146	7218
19414	1058
14994	1570
2113	1379
2916	11497
14444	6516
13690	7202
3007	17700
14163	16336
13404	16056
8676	4487
11968	14824
4308	1044
5043	10653
12566	12611
17188	15870
1290	5217
4697	1080
6864	15623
13113	16918
15747	5513
9415	6863
2109	18464
9488	5986
4979	12160
13536	13963
14292	12460
2490	12041
19201	18598
930	11112
12907	15050
2519	3642
4508	5229
11674	7761
18028	2397
16376	6678
18564	10286
6911	2164
3041	7846
11995	13220
18608	13753
15570	578
6036	9402
12069	7569
3078	10060
8225	14564
7848	11879
12685	8209
17465	5420
14766	17770
16907	17815
466	8246
16614	5796
11944	15622
3021	8547
5790	19127
7227	9554
6498	8818
6218	17252
709	2307
17959	826
19642	544
8395	4784
15008	13896
17366	14301
19430	6521
10203	16784
4848	9842
5099	15133
11987	4323
11174	4043
17351	13101
16849	5168
16118	14368
612	4341
2502	7175
10483	10415
3848	4126
15271	14984
4226	9280
19269	15089
14514	5810
2584	18921
19523	8576
2707	18616
13011	18912
16952	19460
51	13138
14154	6629
19126	767
17910	18615
14437	8964
4717	10100
10975	19140
2505	19397
5297	8957
17161	16208
19208	15672
8824	5686
17379	4492
19419	3714
2181	7644
9876	6782
16722	18629
4283	8911
3169	4404
13329	10211
9203	3806
15788	14736
12246	18028
8205	895
9411	5869
17006	18057
609	3843
4252	13906
18661	12163
712	8465
2642	9021
11630	2661
18519	19350
8209	10732
6611	12144
3254	3274
3023	7240
13819	12895
16158	14091
12762	13061
10708	8722
19792	17255
19152	12967
3015	16395
11477	2541
15919	9982
9003	4636
16962	7852
3939	10413
13814	2999
3436	1954
3610	8284
2494	1774
16880	5871
4756	19474
14326	19438
11350	2433
8485	1896
17541	18903
806	14900
6432	18924
14985	3619
5181	13381
318	4918
6060	17176
17069	14191
15307	4565
821	16992
11459	7609
808	824
11107	8478
19772	7102
9589	5591
18488	1157
10018	13776
19574	6461
11105	12725
4995	6527
10423	11164
6174	8566
14956	6894
8212	15251
15815	12023
12984	8070
10456	8718
1165	11686
17074	1160
13125	13434
8865	13396
10394	7465
1083	3902
16476	15794
7384	3366
8255	19233
5214	10514
19616	4728
4101	10781
140	12053
9038	6569
9775	5761
13955	5771
15197	18481
12103	8798
18968	833
14682	4076
17201	360
16754	7523
17880	16226
13813	18193
9656	9579
19226	19088
14464	3188
7764	840
17527	11520
14277	17475
3672	514
8324	19255
1856	17867
305	10591
2444	14692
16043	8533
9457	3348
6087	18722
12515	19200
19739	16780
14188	12490
15714	14595
19554	19472
16651	19775
7201	9497
8665	3431
13645	13279
8494	18450
12173	319
1053	18082
5173	12393
5082	16267
4370	5412
18779	462
13450	3442
6583	7580
8571	5489
577	13189
19672	3984
8718	5243
2870	16413
4352	19609
16368	2067
575	19297
3720	1682
6042	6174
6815	16161
18320	2653
5059	7197
6724	412
12117	18959
15615	15651
5281	15571
2802	8779
15604	2259
3082	3871
11693	9674
5284	15808
3500	12987
4088	17970
16906	3653
11649	5632
9393	16585
2872	8145
12885	3153
4492	19151
7281	18309
3238	14357
13066	7963
14420	5729
